,Message,Racism,Sexism
2611,the very definition of islam is hatred and negativity . we have to get rid of that cancer so civilization can advance .,1,0
2615,"now if anyone in the west said that you would go balistic , but for islam you are a pandering ass kisser .",1,0
2649,and i'm not sure how you can yammer about homelessness when muslims are still murdering people for apostacy and blasphemy .,1,0
2653,"next step , learning to ride a bicycle , and then learning to ride a camel .",1,0
2664,"actually , i do not think it is possible to distinguish between islam and nazism .",1,0
2672,"furthermore , your pedo prophet attacked cities with catapults killing children.so what are you crying about",1,0
2684,80 % of muslim civilians are killed by taliban . look it up .,1,0
2711,"it is not a prophet competition . it is about following a fraud who owned slaves , had people murdered , was a bigot , etc .",1,0
2718,so do not feed me your little piece of taqiyya bs .,1,0
2720,"and if you are going to follow a prophet that approved of collateral damage , then do not complain about collateral damage .",1,0
2728,you can preach coexistence all you want . to islamist you are just a useful idiot .,1,0
2731,"the quran was produced by a pedophile , slave trader , caravan robber , murderer .",1,0
2742,mankind must outlaw islam because it will never stop it is hatred . http://t.co/dg7nnmupva,1,0
2745,"blumenthal is silence on the muslim jihad against humanity , and it is cost .",1,0
2754,the quran is not a history book . all of it is instructions to man for all time .,1,0
2755,"today , christians are still murdered by rampaging muslim mobs in pakistan and egypt .",1,0
2762,rt : read an islamist is tweet . http://t.co/7uakhcwavl insane . life denying . heartless …,1,0
2766,#islam is designed to be a crushing of the human spirit with laws that only provide one outlet - the brutalizing of non muslims .,1,0
2791,islam tells us that we must accept sexism . so i guess muslim sexism must be accepted or you are racist . http://t.co/k5f0f4ossb,1,0
2792,the majority have radical and violent opinions when they are polled about them . http://t.co/lnguhxnryj,1,0
2796,the only reason there is peace is because the hindus are in power .,1,0
2802,"who cares where they were born , camel breath , they call themselves israelis and jews .",1,0
2803,i'm standing outside and looking in and there is not a shadow of doubt that the muslims of palestine are the terrorists .,1,0
2809,rt : #islam #isis allah the mutilator . can you feel the ' peace ' yet ? http://t.co/af1qejapdg http://t.co/ufw1z4de60,1,0
2810,again you are an idiot . the muslims were thugs . they quickly figured out that if they forced everyone to convert there ..,1,0
2827,"there is no land grabbing . 40 % of the arabian peninsula should belong to the jews , like it did before mohammed .",1,0
2839,"fuck #islam . mohammed was a pedophile , murderer , bigot , sexist , rapist , slave trader , caravan robber , and liar .",1,0
2877,the prophet mohammed started the hate fest against jews by driving all three jewish tribes out of medina .,1,0
2889,opinions are opinions . far more jews live in western nations than where they originated .,1,0
2892,"mohammed led 17 major military expedition and murdered & raped and enslaved tens of thousands.jesus , buddha , lao tse lead none",1,0
2899,"so while thousands of churches , temples , synagogs have been destroyed by muslim biggots , you only worry about one muslim ...",1,0
2903,"how can palestine be free when it is ruled by islamofascists that behead gays , practice honor killing , murder opposition",1,0
2925,people who call being against islam racist know that islam is not race but want to intimidate others into shutting up,1,0
2947,okay . so we agree that the taliban and isis and saudis are implementing 33:33 .,1,0
2959,here is the quran stating that the witness of a woman is worth half that of a man . #islam http://t.co/qlzfv7zxkj,1,0
2960,you sound like an islamolunatic .,1,0
2971,are those the ezidi children murdered by muslims ?,1,0
2980,and historians have actually made countless efforts to independently collaborate anything in islam . it is totally fabricated .,1,0
2992,"islam has contributed nothing to humanity but hatred , death , and destruction for a thousand years .",1,0
2998,rt : top ten qur'an verses to understand that there is not any tolerance or equality in islam . only jihad . #shariafree2016 ht …,1,0
3001,when they left the israelis to be slaughtered they lost the land as they deserved .,1,0
3003,what you said was incoherent . but here is the proof that islam declared war on all humanity . http://t.co/l4qpzh226y,1,0
3011,"nice to see bigots like blumenthal fight for people that practice honor killing , beating women , child marriage , homophobia .",1,0
3013,you are living under severe delusions . the reason mohammed so hated jews was because so few were willing to convert .,1,0
3014,"what is wrong with that , considering how the sunni arabs have been exterminating everyone else for 1400 years .",1,0
3033,"and the number of christians in israel is increasing , while in all muslim countries it is shrinking .",1,0
3044,objecting to this is what the pc zombies at salon call racism . http://t.co/lxv8fbvfzb,1,0
3050,this is a more complete picture of the bigotry of islam than your selective lie . http://t.co/ragdag6tml,1,0
3051,no go zones are exactly acting to impose such microbrain .,1,0
3055,rofl . no one with a brain will want a madrassa education . will they teach mohammed is remedies ? http://t.co/dxj6oej19b,1,0
3057,they welcomed islam with a sword at their throats . there was nothing kind about islam . it was a religion designed for thugs .,1,0
3076,wrong again . islam = nazism . and muslim murderers have exterminated jews .,1,0
3095,"professor attacked on campus for telling truth about islam , the religion that cannot survive without killing speech . http://t.co/ukr78i0kch",1,0
3099,a phobia is an irrational hatred . there is no such thing as a phobia for a hatred that is rational .,1,0
3105,"the muslims are the crusaders , microbrain .",1,0
3109,mohammed approved in the quran of sex slavery . isis is a firm believer in sex slavery .,1,0
3127,one of the first thing the prophet mohammed did in his islamic quest was to start murdering jews . it has never really stopped,1,0
3153,i do not see how that is relevant to how non muslims were treated as third class citizens .,1,0
3159,"muslims are not a race , idiot , they are a cult of murder and terrorism . http://t.co/4wkpdikzm8",1,0
3161,killing people because they believe differently than you and express that is not an excuse for murder except among muslims .,1,0
3172,"furthermore , your heroes the taliban are responsible for the murder of 80 % of afghan civilians . so stick it asshole .",1,0
3182,you scum murdered 3000 unarmed ezidi civilians in cold blood . and you expect people to buy your victimhood ?,1,0
3185,it must be hard on you terrorists . now you ca not rape that prisoner any more or make a propaganda film of her execution .,1,0
3188,and then the pedophile sold all the women and children into slavery . and he is the model for hamas and isis .,1,0
3196,"people fill "" the void and emptiness "" with all kinds of imaginary nonsense , including allah .",1,0
